artists,name,duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,decade,decade_label,cluster
Soldogg,Friður,201642,1997,0.0035,0.647,0.785,0.0,0.162,-7.775,0.166,120.002,0.527,7.0,1990,1990s,0
Pedro Suárez-Vértiz,Sé Que Todo Ha Acabado Ya,209600,1997,0.0562,0.671,0.402,0.000194,0.124,-11.501,0.0343,80.05,0.594,44.0,1990,1990s,0
Titãs,Bichos Escrotos (Vinheta),195160,1997,0.00457,0.587,0.929,0.000196,0.0727,-8.572,0.0589,144.552,0.784,32.0,1990,1990s,0
Los del bohio,Cantandio A La Gilada,171640,1997,0.606,0.792,0.513,2.75e-05,0.071,-8.121,0.0453,117.826,0.961,24.0,1990,1990s,0
Ajit Kadkade,Om Shri Gurdev Datt,414853,1997,0.475,0.381,0.651,0.0,0.427,-8.574,0.041,147.738,0.679,16.0,1990,1990s,0
Huang Yee Ling,無人知影,271627,1997,0.156,0.572,0.428,0.0,0.268,-10.062,0.0265,95.454,0.165,17.0,1990,1990s,2
Lara Fabian,Tout,256227,1997,0.661,0.598,0.567,8.93e-05,0.145,-5.566,0.0273,123.888,0.147,46.0,1990,1990s,2
"Ludwig van Beethoven, Nicolaus Esterhazy Sinfonia, Béla Drahos","Symphony No. 7 in A Major, Op. 92: III. Presto",571040,1997,0.971,0.307,0.125,0.822,0.123,-19.083,0.0469,92.901,0.127,42.0,1990,1990s,2
Pedro Suárez-Vértiz,Me Siento Mejor,227400,1997,0.122,0.629,0.684,0.0,0.28,-9.649,0.033,137.98,0.793,39.0,1990,1990s,0
"Wyclef Jean, Refugee All Stars",Guantanamera (feat. Refugee All Stars),270493,1997,0.00195,0.833,0.431,0.000278,0.124,-8.992,0.178,87.97,0.385,55.0,1990,1990s,0
Katy Garbi,Asymfonia Charaktiron,226840,1997,0.549,0.342,0.549,0.0,0.297,-8.133,0.0527,183.669,0.324,21.0,1990,1990s,2
Stelios Rokkos,"Maria, Maraki, Mario",230493,1997,0.511,0.541,0.421,1.17e-06,0.35,-12.734,0.0358,138.1,0.626,22.0,1990,1990s,2
Wynonna,No One Else On Earth,255400,1997,0.188,0.775,0.861,4.2e-06,0.199,-7.113,0.0295,98.649,0.964,55.0,1990,1990s,0
Juan P. Moreno,Esta Desilusion,284707,1997,0.0749,0.706,0.68,0.000248,0.225,-8.507,0.0398,98.62,0.77,43.0,1990,1990s,0
Los Enanitos Verdes,Vivir Sin Tu Amor,305400,1997,0.275,0.533,0.852,0.0074,0.185,-6.335,0.0312,97.044,0.739,36.0,1990,1990s,0
Carlos Vives,Pambe,227880,1997,0.306,0.675,0.66,0.000311,0.138,-9.504,0.0337,95.148,0.871,21.0,1990,1990s,0
Vivian Chow,天荒愛未老,194360,1997,0.753,0.64,0.336,0.000143,0.113,-12.17,0.0367,128.0,0.332,17.0,1990,1990s,2
blink-182,Enthused,168173,1997,9.28e-06,0.329,0.992,0.00594,0.233,-6.091,0.107,100.524,0.417,40.0,1990,1990s,0
Uncle Sam,Leave Well Enough Alone,343960,1997,0.344,0.612,0.431,0.000206,0.0564,-5.585,0.033,119.898,0.276,18.0,1990,1990s,0
Jebediah,Leaving Home,181333,1997,0.0253,0.522,0.812,2.87e-05,0.131,-6.606,0.0346,121.529,0.459,52.0,1990,1990s,0
Deniz Seki,Kop Gel Günahlarıdan,240067,1997,0.481,0.736,0.64,0.0,0.15,-10.028,0.0381,130.958,0.78,38.0,1990,1990s,0
Paul Desmond,Take Ten,187560,1997,0.534,0.467,0.184,0.000721,0.186,-15.771,0.0358,74.122,0.519,40.0,1990,1990s,2
Ricardo Chaves,Acabou,225427,1997,0.245,0.688,0.795,0.0114,0.0696,-10.612,0.0462,152.0,0.901,29.0,1990,1990s,0
Globi,S' gaat wiiter mit E gschpässigs Päckli,55573,1997,0.811,0.848,0.261,0.0,0.179,-17.676,0.754,31.29,0.814,19.0,1990,1990s,1
Captain Cook Und Seine Singenden Saxophone,Wenn wir auseinandergeh'n (Please Release Me),133733,1997,0.211,0.328,0.473,0.0037,0.125,-9.405,0.0282,103.503,0.587,41.0,1990,1990s,0
Irmã Kelly Patrícia,Passarinho,266893,1997,0.798,0.369,0.299,4.57e-06,0.175,-12.37,0.0259,84.417,0.126,40.0,1990,1990s,2
Pooh,Wherever You Are,169560,1997,0.859,0.379,0.243,0.000365,0.208,-14.942,0.0373,102.173,0.242,35.0,1990,1990s,2
"Agents, Jorma Kaariainen",Yksi Ainoa Ikkuna,185293,1997,0.0255,0.523,0.78,0.799,0.384,-8.805,0.0261,136.023,0.961,23.0,1990,1990s,0
"Moshe Cohen, Avi Biter, Liat Banai",מחרוזת,421240,1997,0.00549,0.616,0.852,2.14e-05,0.127,-6.718,0.0331,145.021,0.214,9.0,1990,1990s,0
The 69 Eyes,Call Me,229320,1997,7.28e-05,0.42,0.955,0.883,0.422,-4.377,0.0655,155.657,0.506,22.0,1990,1990s,0
Wynners,4:55 (Part Of The Game),195467,1997,0.652,0.559,0.539,0.000106,0.144,-9.256,0.0304,138.34,0.539,34.0,1990,1990s,0
"Angelo La Bionda, Carmelo La Bionda, Charly Ricanek, Richard Palmer, James Ferrau, Sarah Brightman",There For Me,213560,1997,0.937,0.305,0.508,0.0539,0.155,-6.718,0.034,128.512,0.216,31.0,1990,1990s,2
La Sabrosura Uruguay,Aguada,220467,1997,0.501,0.675,0.652,2.97e-06,0.361,-6.245,0.0416,98.113,0.833,10.0,1990,1990s,0
Mood,Karma,198800,1997,0.0545,0.48,0.573,2.05e-06,0.0364,-9.307,0.385,177.158,0.756,44.0,1990,1990s,0
Daft Punk,Fresh,244400,1997,0.268,0.503,0.952,0.272,0.875,-9.308,0.572,126.345,0.174,51.0,1990,1990s,1
"La Combinación Vallenata, Binomio de Oro de América, Alex Manga",A Pesar de Todo,272533,1997,0.533,0.614,0.545,0.0,0.106,-9.808,0.0564,146.071,0.827,64.0,1990,1990s,0
Marco Antonio Solís,Tu Dulce Y Mi Sal,373933,1997,0.407,0.62,0.223,0.028,0.113,-14.629,0.0338,129.717,0.322,36.0,1990,1990s,2
Misfits,American Psycho,126267,1997,0.000219,0.491,0.995,0.00134,0.389,-5.267,0.154,109.298,0.0646,38.0,1990,1990s,0
Tina Charles,Dance Little Lady Dance,187400,1997,0.0116,0.775,0.567,0.0139,0.284,-10.207,0.0395,105.358,0.96,47.0,1990,1990s,0
"Gidi Gov, Yehuda Poliker",מה יהיה יהיה,226400,1997,0.679,0.39,0.719,3.68e-06,0.228,-6.991,0.0349,203.054,0.368,10.0,1990,1990s,0
Limp Bizkit,Stuck,324640,1997,0.0354,0.466,0.838,7.31e-05,0.34,-6.258,0.248,99.816,0.513,43.0,1990,1990s,0
Kathy Mattea,455 Rocket,249013,1997,0.143,0.664,0.793,1.4e-06,0.128,-7.859,0.0453,125.225,0.824,42.0,1990,1990s,0
"Arnulfo Jr. ""Rey Y As""",Con La Ayuda De Dios,185227,1997,0.436,0.535,0.739,0.0,0.139,-7.622,0.0812,177.352,0.899,32.0,1990,1990s,0
"Suga Free, El DeBarge",On My Way,269867,1997,0.0322,0.541,0.706,0.0,0.117,-7.173,0.334,87.405,0.695,40.0,1990,1990s,0
Disney - Cinderella,Kapitel 18: Cinderella,98307,1997,0.725,0.755,0.473,0.0,0.159,-14.898,0.94,69.857,0.843,34.0,1990,1990s,1
Ronnie van Bemmel,Zomerzon,174315,1997,0.289,0.728,0.919,9.55e-06,0.301,-4.988,0.0385,129.979,0.868,29.0,1990,1990s,0
Johnny Rodriguez,Ridin' My Thumb To Mexico,129507,1997,0.97,0.62,0.214,1.69e-05,0.169,-14.646,0.0304,90.151,0.654,39.0,1990,1990s,2
Nautilus Pompilius,Жажда,187293,1997,0.164,0.675,0.727,0.0,0.107,-11.682,0.0313,149.85,0.972,30.0,1990,1990s,0
Banda Machos,Historia sin fin,184707,1997,0.437,0.779,0.542,4.11e-06,0.326,-8.784,0.0319,107.755,0.84,66.0,1990,1990s,0
In Flames,Gyroscope,206200,1997,7.66e-05,0.447,0.953,0.914,0.163,-5.554,0.0776,136.238,0.344,32.0,1990,1990s,0
The Offspring,Gone Away,268827,1997,0.012,0.45,0.945,0.00687,0.0683,-3.995,0.0806,111.342,0.294,66.0,1990,1990s,0
Willy Crook,Lite,273600,1997,0.605,0.822,0.201,0.000699,0.253,-15.17,0.0471,80.919,0.36,29.0,1990,1990s,2
Lighthouse Family,Once In A Blue Moon,232973,1997,0.395,0.644,0.642,0.00373,0.23,-8.998,0.0302,83.218,0.831,34.0,1990,1990s,0
Marvin Gaye,Got To Give It Up - Pt. 1,247800,1997,0.0988,0.856,0.874,0.000472,0.339,-8.037,0.0401,122.416,0.906,48.0,1990,1990s,0
"Astrid Lindgren, Kalle Blomkvist",Kalvön och en miljon kronor,414733,1997,0.382,0.642,0.513,0.0,0.457,-12.054,0.873,88.886,0.548,21.0,1990,1990s,1
Die drei ???,075 - Die Spur des Raben - Teil 16,87307,1997,0.505,0.705,0.437,0.0,0.417,-11.278,0.877,130.235,0.85,36.0,1990,1990s,1
SPEED,White Love,340000,1997,0.12,0.652,0.896,0.0,0.277,-5.882,0.0593,110.973,0.407,40.0,1990,1990s,0
"Veturi Sundararama Murthy, S. P. Balasubrahmanyam, Sujatha, Renuka",Tlugu Padaniki,234100,1997,0.791,0.724,0.826,2.12e-06,0.435,-3.713,0.046,136.781,0.643,35.0,1990,1990s,0
Hi-STANDARD,MY SWEET DOG,94427,1997,0.0024,0.604,0.886,0.00336,0.0736,-3.991,0.0659,119.483,0.812,22.0,1990,1990s,0
The Tea Party,Temptation,205160,1997,0.0996,0.335,0.914,0.024,0.181,-7.962,0.0813,96.847,0.0764,41.0,1990,1990s,0
Yvette Michele,Everyday & Everynight - Straight Pass,232107,1997,0.00545,0.739,0.456,0.000776,0.108,-5.609,0.0401,94.893,0.658,33.0,1990,1990s,0
"Ilegales, Pavel De Jesús, Sócrates de Jesús",Rebotando,244333,1997,0.0363,0.809,0.906,0.000186,0.0499,-7.264,0.103,132.441,0.806,32.0,1990,1990s,0
Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,397827,1997,0.0032,0.496,0.909,0.0746,0.988,-6.165,0.0461,122.075,0.54,47.0,1990,1990s,1
Morari Bapu,Hanuman Chalisa,395978,1997,0.7,0.473,0.453,3.17e-06,0.0778,-11.186,0.0373,57.68,0.668,22.0,1990,1990s,2
Every Little Thing,Future World,247333,1997,0.00275,0.585,0.929,6.39e-05,0.306,-5.679,0.0473,133.375,0.698,25.0,1990,1990s,0
Dune,Who Wants To Live Forever,235000,1997,0.967,0.286,0.14,0.154,0.116,-14.593,0.0327,74.685,0.0456,37.0,1990,1990s,2
Enrique Iglesias,Volveré,276880,1997,0.384,0.334,0.462,1.26e-05,0.0898,-8.019,0.0299,128.372,0.23,37.0,1990,1990s,2
Kispál és a Borz,Kifordult Belsők Közt,197040,1997,0.000903,0.535,0.969,0.0,0.436,-2.669,0.0709,132.09,0.397,9.0,1990,1990s,0
Miroslav Donutil,Já Se Vrátím,271880,1997,0.893,0.793,0.136,0.0028,0.115,-15.314,0.0369,80.047,0.361,9.0,1990,1990s,2
Los Chaque's,Te Amaré,207867,1997,0.627,0.665,0.57,2.2e-05,0.0605,-11.514,0.0598,101.364,0.649,30.0,1990,1990s,0
The Aquabats!,Super Rad!,182800,1997,0.00993,0.513,0.926,0.000237,0.0648,-4.36,0.136,172.68,0.931,50.0,1990,1990s,0
Shlomo Artzi,אבסורד,355573,1997,0.885,0.411,0.231,0.0,0.703,-14.695,0.0376,130.736,0.311,10.0,1990,1990s,2
Die drei ???,076 - Stimmen aus dem Nichts - Teil 03,103160,1997,0.555,0.563,0.457,0.0,0.634,-12.357,0.59,100.368,0.724,35.0,1990,1990s,1
Maria Montell,Jeg er den samme som før,181760,1997,0.503,0.714,0.518,1.69e-05,0.109,-11.316,0.0271,97.986,0.641,15.0,1990,1990s,0
Michaela,Sprayer Frayer,196933,1997,0.211,0.848,0.826,0.00016,0.175,-5.267,0.0609,105.395,0.934,25.0,1990,1990s,0
The Sundays,Summertime,214893,1997,0.147,0.615,0.65,4.3e-05,0.0757,-7.201,0.0405,95.998,0.79,44.0,1990,1990s,0
Stratovarius,Coming Home,336667,1997,0.005,0.401,0.534,1.09e-05,0.0692,-8.42,0.0291,133.433,0.191,39.0,1990,1990s,0
Liza Hanim,Cintailah Aku Sepenuh Jiwa,328040,1997,0.567,0.486,0.589,0.0,0.107,-8.087,0.0434,144.741,0.325,17.0,1990,1990s,0
Kinito Mendez,Los Hombres Maduros,286533,1997,0.586,0.598,0.832,1.47e-06,0.122,-7.448,0.0783,161.979,0.961,35.0,1990,1990s,0
Mecano,Los Piratas del Amor,304867,1997,0.167,0.673,0.769,0.000553,0.117,-7.301,0.0268,107.015,0.962,33.0,1990,1990s,0
Metallica,The Unforgiven II,396440,1997,0.00055,0.497,0.89,0.00129,0.255,-4.559,0.0445,133.047,0.249,65.0,1990,1990s,0
Leslie Cheung,月亮代表我的心 - Live,237533,1997,0.393,0.412,0.241,0.113,0.911,-15.306,0.0282,143.623,0.229,19.0,1990,1990s,1
Erykah Badu,On And On,229800,1997,0.0854,0.782,0.379,0.0147,0.143,-11.219,0.148,80.436,0.345,47.0,1990,1990s,0
Gian & Giovani,Não Vivo Sem Você,268147,1997,0.436,0.662,0.494,0.0,0.118,-7.041,0.0273,123.473,0.334,37.0,1990,1990s,0
Eviatar Banai,מנגינה יקרה,180627,1997,0.278,0.472,0.29,9.69e-06,0.212,-10.111,0.029,121.495,0.124,23.0,1990,1990s,2
Orquesta Pasión Juvenil,Mentiras Tuyas,279333,1997,0.266,0.714,0.585,0.0,0.0471,-8.847,0.0587,89.59,0.881,35.0,1990,1990s,0
"St. Joseph's Maori Girls College, Maisey Rika",Hine,172867,1997,0.936,0.434,0.0722,0.000999,0.105,-19.256,0.0298,77.644,0.359,15.0,1990,1990s,2
Amado Batista,Sei,179200,1997,0.666,0.62,0.469,0.000845,0.175,-7.751,0.0287,133.756,0.26,30.0,1990,1990s,2
Legião Urbana,Uma Outra Estação,239293,1997,0.00107,0.569,0.7,0.051,0.445,-10.322,0.0473,139.895,0.633,34.0,1990,1990s,0
Born Jamericans,Send My Love / Send One Your Love,259133,1997,0.0579,0.75,0.554,0.0,0.0724,-9.189,0.146,92.945,0.495,40.0,1990,1990s,0
Bhai Surinder Singh Ji Jodhpuri,Har Jiyo Tu Nimanian Tu Maan,628760,1997,0.643,0.452,0.314,0.000112,0.0918,-13.505,0.0316,121.365,0.47,33.0,1990,1990s,2
"David Tomlinson, Dick Van Dyke, The Londoners",Let's Go Fly a Kite,111573,1997,0.807,0.445,0.137,0.0,0.156,-17.766,0.0421,145.417,0.574,39.0,1990,1990s,2
"Nuyorican Soul, Jocelyn Brown","It's Alright, I Feel It",202360,1997,0.027,0.724,0.906,0.15,0.114,-7.542,0.0716,121.881,0.444,39.0,1990,1990s,0
Farid Farjad,Pari Kojaee,379600,1997,0.987,0.154,0.239,0.873,0.14,-12.566,0.0387,88.769,0.0953,23.0,1990,1990s,2
八草楽団,平成狸合戦メインテーマ「元気節」(平成狸合戦ぽんぽこ),218333,1997,0.00745,0.573,0.598,0.782,0.378,-11.78,0.0267,97.193,0.81,33.0,1990,1990s,0
Las Carlotas,Esta Niña Viene Tarde,282867,1997,0.578,0.426,0.497,0.0,0.26,-7.102,0.0467,140.207,0.65,31.0,1990,1990s,0
"Alejandro Fernández, Gloria Estefan",En el Jardín,289867,1997,0.636,0.305,0.528,0.0,0.14,-7.939,0.0316,170.167,0.367,40.0,1990,1990s,2
Asterix,Asterix und Kleopatra - Teil 16,97586,1997,0.818,0.698,0.638,0.0,0.75,-14.911,0.851,88.631,0.404,34.0,1990,1990s,1
Joe Hisaishi,Princess Mononoke Theme Song (Vocal Ending),83160,1997,0.984,0.316,0.167,3.04e-06,0.271,-16.924,0.0382,88.755,0.219,41.0,1990,1990s,2
Disney - Cinderella,Kapitel 11: Cinderella,97293,1997,0.727,0.711,0.386,0.0,0.267,-14.384,0.909,87.58,0.649,34.0,1990,1990s,1
Heredeiros Da Crus,Non Quero Nada De Ti,126640,1997,0.038,0.472,0.808,0.0,0.136,-4.556,0.13,78.694,0.398,29.0,1990,1990s,0
Bajm,Płomień z nieba,294907,1997,0.434,0.545,0.531,0.000851,0.168,-8.48,0.0319,96.231,0.285,15.0,1990,1990s,2
Die drei ???,076 - Stimmen aus dem Nichts - Teil 10,104853,1997,0.499,0.639,0.482,0.0,0.481,-11.445,0.914,74.281,0.442,35.0,1990,1990s,1
"Ikue Asazaki, Akira Takahashi",OBOKURI,178800,1997,0.98,0.389,0.184,0.00816,0.271,-15.621,0.0328,130.198,0.163,38.0,1990,1990s,2
鄭茜尹,夢中等待你,223173,1997,0.546,0.413,0.354,0.0,0.354,-9.973,0.0258,93.296,0.186,25.0,1990,1990s,2
"El Soldado, Sergio Dawi",Balada para un Hombre Buscado,172213,1997,0.748,0.392,0.249,0.00823,0.391,-15.42,0.0291,153.206,0.275,23.0,1990,1990s,2
"JAY-Z, Babyface, Foxy Brown",Always Be My Sunshine,283360,1997,0.0127,0.676,0.658,0.000938,0.574,-9.227,0.314,90.227,0.677,56.0,1990,1990s,1
Channel Zero,Black Fuel,309560,1997,0.000239,0.292,0.9,0.504,0.0398,-6.641,0.0548,125.157,0.189,37.0,1990,1990s,0
Bondy Chiu,每隔兩秒,232467,1997,0.597,0.483,0.364,0.0,0.0992,-8.099,0.0275,76.188,0.0979,10.0,1990,1990s,2
Scorpions,Walking On The Edge,308400,1997,0.137,0.504,0.512,0.000748,0.162,-16.162,0.0364,87.991,0.249,35.0,1990,1990s,2
Mansur Ark,Doyamıyorum,215640,1997,0.131,0.775,0.848,0.0,0.0641,-7.735,0.0401,115.998,0.94,24.0,1990,1990s,0
Asterix,Asterix der Gallier - Teil 21,138907,1997,0.552,0.592,0.753,0.0,0.192,-12.948,0.92,140.625,0.461,32.0,1990,1990s,1
Montana,Cartas de Amor,193707,1997,0.349,0.754,0.58,1.31e-06,0.12,-9.848,0.0512,97.06,0.963,27.0,1990,1990s,0
Hooverphonic,Plus Profond,265093,1997,0.109,0.583,0.785,0.0211,0.0861,-8.596,0.0313,131.527,0.49,29.0,1990,1990s,0
Mr.Children,幸せのカテゴリー,313027,1997,0.00889,0.573,0.746,0.0,0.112,-7.919,0.0273,93.841,0.737,29.0,1990,1990s,0
Oscar D'León,Yo Quisiera,351806,1997,0.381,0.535,0.756,2.39e-06,0.13,-8.214,0.0359,107.789,0.894,51.0,1990,1990s,0
The Prodigy,Mindfields,339907,1997,0.00781,0.663,0.975,0.77,0.076,-7.191,0.0468,120.04,0.405,50.0,1990,1990s,0
Mumiy Troll,Скорость,235293,1997,0.124,0.698,0.585,0.0348,0.336,-10.516,0.0278,135.022,0.653,30.0,1990,1990s,0
Hemant Chauhan,He Mara Ghatama Birajta Shreenathji,576418,1997,0.627,0.577,0.446,0.0,0.18,-10.002,0.0463,88.267,0.672,21.0,1990,1990s,2
"Jon Bon Jovi, Obie O'Brien, Ann Mincieli, Mike Rew",Midnight In Chelsea,297733,1997,0.00707,0.62,0.695,8.84e-05,0.356,-7.541,0.0282,98.994,0.554,43.0,1990,1990s,0
โดม ปกรณ์ ลัม,ยังไงก็ขอบใจ,215100,1997,0.167,0.569,0.673,0.0,0.288,-5.195,0.0287,158.826,0.304,18.0,1990,1990s,0
A-Mei Chang,沒有煙抽的日子,315840,1997,0.586,0.613,0.28,0.0,0.0748,-12.739,0.0278,105.013,0.191,25.0,1990,1990s,2
La Arrolladora Banda El Limón De Rene Camacho,Roman Iriarte,154440,1997,0.381,0.611,0.502,0.0,0.212,-7.184,0.0274,106.067,0.972,40.0,1990,1990s,0
Dolores Delirio,Lágrimas - En Vivo,375120,1997,0.000354,0.47,0.948,0.433,0.365,-4.331,0.0382,81.02,0.533,15.0,1990,1990s,0
"Fernanda Abreu, Herbert Vianna","Um Amor, um Lugar (feat. Herbert Vianna)",186840,1997,0.163,0.313,0.529,1.83e-06,0.0886,-10.637,0.043,187.793,0.191,41.0,1990,1990s,0
Luis Vargas,Amigo,248040,1997,0.622,0.667,0.384,4.05e-05,0.0606,-12.032,0.0593,139.402,0.852,22.0,1990,1990s,0
Milionário & José Rico,Meu martírio - Delante de mi detente,235320,1997,0.557,0.386,0.476,0.0,0.379,-7.878,0.0562,159.376,0.519,39.0,1990,1990s,2
Ween,It's Gonna Be (Alright),197947,1997,0.46,0.591,0.598,0.00705,0.253,-10.262,0.0335,120.469,0.212,42.0,1990,1990s,2
Fishmans,DAYDREAM,519760,1997,0.73,0.545,0.4,0.957,0.054,-12.422,0.0347,156.061,0.519,32.0,1990,1990s,2
Elán,Odpust Mi Laska,236227,1997,0.43,0.632,0.639,0.0,0.129,-4.456,0.0247,97.4,0.539,10.0,1990,1990s,0
"Agents, Jorma Kaariainen",Kaupungin Illassa Yksin,229973,1997,0.196,0.594,0.481,2.54e-05,0.358,-6.369,0.024,105.027,0.322,17.0,1990,1990s,0
Brandy,Learn the Hard Way,290893,1998,0.0329,0.672,0.582,0.000152,0.318,-3.142,0.0284,140.238,0.605,37.0,1990,1990s,0
Zacarias Ferreira,Dame Tu Amor,203440,1998,0.112,0.872,0.447,0.0,0.0419,-8.402,0.0701,132.745,0.939,31.0,1990,1990s,0
Coca Carola,Kloner Av Mej Själv,197107,1998,0.00182,0.428,0.722,0.000479,0.16,-6.674,0.0318,110.422,0.744,22.0,1990,1990s,0
System Of A Down,Sugar,153800,1998,0.00167,0.451,0.889,0.00215,0.258,-2.693,0.261,131.073,0.586,50.0,1990,1990s,0
"Hariharan, Sujatha",Irava Pagala,310787,1998,0.483,0.703,0.405,1.91e-06,0.161,-11.416,0.0537,82.043,0.194,22.0,1990,1990s,2
Luiz Gonzaga,Forró no Escuro,179667,1998,0.827,0.568,0.659,0.0,0.14,-8.556,0.0473,98.085,0.894,35.0,1990,1990s,0
Antonio Aguilar,El Buque De Más Potencia,173569,1998,0.675,0.352,0.415,0.0,0.117,-6.29,0.0389,175.428,0.634,33.0,1990,1990s,2
Charlie Robison,Loving County,388400,1998,0.267,0.533,0.306,0.0,0.132,-11.708,0.0276,104.708,0.15,42.0,1990,1990s,2
Fastball,Out Of My Head,153067,1998,0.412,0.531,0.658,0.00272,0.16,-7.382,0.0382,78.896,0.461,57.0,1990,1990s,0
Sko/Torp,Young Girl's Heart,255213,1998,0.265,0.585,0.719,1.31e-05,0.123,-6.94,0.0332,203.499,0.716,24.0,1990,1990s,0
The Walker Brothers,The Sun Ain't Gonna Shine Anymore,194907,1998,0.224,0.381,0.683,1.52e-05,0.244,-6.795,0.0354,111.036,0.434,53.0,1990,1990s,0
Siakol,Halika Na,301000,1998,0.00508,0.503,0.616,0.000117,0.113,-13.818,0.0297,156.233,0.839,25.0,1990,1990s,0
La Cumbia,Engañadora,253400,1998,0.488,0.641,0.844,8.49e-06,0.102,-3.977,0.0364,102.639,0.963,32.0,1990,1990s,0
Fabio Concato,Un'Aurelia Che Se Ne Va,209147,1998,0.584,0.685,0.382,0.000111,0.0987,-10.93,0.0262,110.995,0.511,21.0,1990,1990s,2
Oleseng,O Mang Wena Ntate,228480,1998,0.393,0.638,0.697,0.000171,0.121,-11.862,0.0441,90.005,0.93,10.0,1990,1990s,0
U2,Pride (In The Name Of Love),228467,1998,0.000861,0.454,0.879,0.00281,0.794,-5.44,0.0305,105.859,0.727,49.0,1990,1990s,1
"La Bottine Souriante, Yves Lambert, Robert Ellis, André Brunet, Jean Fréchette, Denis Frechette, Regent Archambault, Jocelyn Lapointe, André Verreault, Michel Bordeleau, Derek Bell, Matt Molloy, Kevin Conneff, Seán Keane, Martin Fay, Paddy Moloney",Le Lys Vert,340827,1998,0.153,0.508,0.892,0.862,0.0728,-5.078,0.0596,122.2,0.949,37.0,1990,1990s,0
Barrerito,Onde Estão Os Meus Passos,189000,1998,0.0642,0.332,0.631,0.0,0.125,-5.822,0.0358,181.387,0.579,46.0,1990,1990s,0
"George Lam, Tina Liu, Shi Shi",三人行,288440,1998,0.519,0.56,0.488,0.0,0.0744,-10.159,0.0408,151.702,0.489,23.0,1990,1990s,0
Sakis Rouvas,Thelis I Den Thelis,260107,1998,0.117,0.723,0.83,0.0,0.378,-6.308,0.0488,108.036,0.812,29.0,1990,1990s,0
New Radicals,Mother We Just Can't Get Enough,346067,1998,0.47,0.636,0.93,0.00012,0.203,-5.618,0.0449,106.212,0.795,51.0,1990,1990s,0
Andre Hazes,Niemand Laat Zijn Eigen Kind Alleen (Duet With Willeke Alberti) *,188893,1998,0.539,0.29,0.515,0.0,0.127,-10.945,0.0491,84.724,0.557,38.0,1990,1990s,2
Pete Heller's Big Love,Big Love,609807,1998,0.000676,0.688,0.829,0.864,0.0419,-5.825,0.0444,126.799,0.582,45.0,1990,1990s,0
Atlantis 6,Life Is a Mystery - Radio Edit,225133,1998,0.00437,0.648,0.766,0.153,0.0703,-8.08,0.0321,139.846,0.651,17.0,1990,1990s,0
LINDBERG,君のいちばんに・・・,287707,1998,0.00828,0.598,0.959,5.9e-06,0.313,-2.527,0.0696,127.974,0.545,27.0,1990,1990s,0
Richi M.,One Life To Live - Richi's Single Version,215267,1998,0.0304,0.634,0.994,0.829,0.0588,-5.954,0.0366,138.008,0.567,27.0,1990,1990s,0
"Manoj, Arunthathi",Eetchi Elumichi,405603,1998,0.096,0.702,0.478,1.57e-05,0.135,-10.873,0.0363,155.997,0.901,42.0,1990,1990s,0
Arakain,Trip,300267,1998,7.55e-05,0.541,0.948,1.6e-05,0.0567,-6.38,0.0689,142.1,0.165,12.0,1990,1990s,0
Grace Jones,I've Seen That Face Before (Libertango),269573,1998,0.000603,0.809,0.669,0.193,0.0634,-7.748,0.0403,132.994,0.96,51.0,1990,1990s,0
Don Moen,Our Heart,325427,1998,0.143,0.364,0.413,0.0,0.16,-15.064,0.0457,136.215,0.306,23.0,1990,1990s,2
Ensími,"Arpeggiator, gulur",283098,1998,0.0125,0.544,0.879,0.706,0.587,-7.236,0.0384,119.19,0.159,25.0,1990,1990s,0
Geula Gill,הגבעות הכחולות,159427,1998,0.671,0.442,0.31,0.0,0.175,-9.286,0.0312,124.934,0.4,16.0,1990,1990s,2
Michael Franks,When the Cookie Jar Is Empty,310827,1998,0.819,0.665,0.421,0.0948,0.0894,-16.295,0.0418,166.376,0.846,33.0,1990,1990s,2
"George Dalaras, Christos Thivaios, Sinithis Ipopti",Mikri Patrida - Live,265467,1998,0.753,0.351,0.356,2.1e-05,0.851,-9.622,0.0336,125.642,0.146,22.0,1990,1990s,1
Bukros Singers,Non Stop Cha-Cha (Ilocano Ballroom Dancing Special) - Febuka|Nagimas Ken Mayyang|Ti Ayat Ti Meysa Nga Ubing|Tengnga Ti Baybay|Ta Nagsaway A Pintas Mo|Sungdo Ni Ayat Di Mamengga|Imon Wenno Pasugnod| Sampaguita|No Duaduaem Pay|O Imnas - Asug ni Ayat|Naikari A Gasat|Balikbayan| Annadan Ti Agayat|Ay Manong Dika Unay|Ading Dika Unay|Pamulinawen| Para Aw-Awir|O Bullalayaw|Singsing Ni Ayat,1777200,1998,0.139,0.702,0.501,0.0,0.335,-10.699,0.0385,131.793,0.869,32.0,1990,1990s,0
Die drei ???,079 - Im Bann des Voodoo - Teil 34,120840,1998,0.237,0.57,0.57,1.18e-05,0.293,-15.83,0.88,85.206,0.414,34.0,1990,1990s,1
สุเมธ & เดอะปั๋ง,แจกัน,237947,1998,0.821,0.837,0.233,8.44e-05,0.152,-15.181,0.0451,113.889,0.742,33.0,1990,1990s,2
